"№","Название","ID игры","Платформа","Предзаказ","Обычная цена","Скидка %","Новая цена","Дата окончания","Цены изданий","Рус. озвучка","Рус. текст","Подписки","Ссылка","Дата релиза","Жанр","PEGI"
"sale_1789623946954_572","Vambrace: Dungeon Monarch","—","—","Нет","649,00 TL","90%","64,90 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623947282_573","STRIDER","—","—","Нет","525,00 TL","65%","183,75 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"7328","Hidden Through Time 2: Discovery","PPSA22832","PS5","Нет","389,00 TL","50%","194,50 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10010909","2024-08-12","Puzzle","PEGI_7"
"4674","Armikrog","CUSA04559","PS4","Нет","349,00 TL","75%","87,25 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/216067","2016-08-22","Adventure","PEGI_7"
"3348","Minute Of Islands","CUSA17192","PS4","Нет","699,00 TL","90%","69,90 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/234861","2021-06-12","Unique","PEGI_12"
"sale_1789623947929_577","The Green Light","—","—","Нет","215,00 TL","20%","172,00 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"4822","BAD END THEATER","PPSA24380","PS5","Нет","429,00 TL","35%","278,85 TL","2026-09-29","BAD END THEATER: 429,00 TL; BAD END THEATER: 429,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011688","2025-07-10","Adventure","PEGI_16"
"4822","BAD END THEATER","PPSA24380","PS5","Нет","429,00 TL","35%","278,85 TL","2026-09-29","BAD END THEATER: 429,00 TL; BAD END THEATER: 429,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011688","2025-07-10","Adventure","PEGI_16"
"2691","Relicta","CUSA17918","PS4","Нет","699,00 TL","90%","69,90 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/235001","2020-08-04","Puzzle","PEGI_16"
"6094","Discolored","PPSA36158","PS5","Нет","429,00 TL","55%","157,05 TL","2026-09-29","Discolored: 429,00 TL; Discolored: 349,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10013871","2026-02-24","Puzzle","PEGI_3"
"6094","Discolored","PPSA36158","PS5","Нет","429,00 TL","55%","157,05 TL","2026-09-29","Discolored: 429,00 TL; Discolored: 349,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10013871","2026-02-24","Puzzle","PEGI_3"
"3474","Hidden Kittens: Kingdom of Cats","PPSA29166","PS5","Нет","105,00 TL","50%","52,50 TL","2026-09-29","Hidden Kittens: Kingdom of Cats: 105,00 TL; Hidden Kittens: Kingdom of Cats: 105,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014614","2025-05-14","Puzzle","PEGI_3"
"3474","Hidden Kittens: Kingdom of Cats","PPSA29166","PS5","Нет","105,00 TL","50%","52,50 TL","2026-09-29","Hidden Kittens: Kingdom of Cats: 105,00 TL; Hidden Kittens: Kingdom of Cats: 105,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014614","2025-05-14","Puzzle","PEGI_3"
"sale_1789623948923_585","WolfFang SkullFang Saturn Tribute Boosted","—","—","Нет","849,00 TL","50%","424,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2267","Ultra Foodmess","PPSA05576","PS5","Нет","139,00 TL","70%","41,70 TL","2026-09-29","Ultra Foodmess: 139,00 TL; Ultra Foodmess: 139,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003348","2022-02-23","Action","PEGI_3"
"2267","Ultra Foodmess","PPSA05576","PS5","Нет","139,00 TL","70%","41,70 TL","2026-09-29","Ultra Foodmess: 139,00 TL; Ultra Foodmess: 139,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003348","2022-02-23","Action","PEGI_3"
"3475","Stroke The Horse","PPSA11118","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Horse: 85,00 TL; Stroke The Horse: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006479","2023-01-19","Casual","PEGI_3"
"3475","Stroke The Horse","PPSA11118","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Horse: 85,00 TL; Stroke The Horse: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006479","2023-01-19","Casual","PEGI_3"
"5086","Bocce","CUSA34593","PS4","Нет","343,00 TL","30%","240,10 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005428","2022-06-25","Sport","PEGI_3"
"29","The Lord of the Rings: War in the North","PPSA22721","PS5","Нет","927,90 TL","60%","139,60 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10010865","2026-08-11","Role Playing Games","PEGI_18"
"3594","Battle Engine Aquila","PPSA27019","PS4, PS5","Нет","429,00 TL","55%","193,05 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013168","2025-05-20","Action","PEGI_12"
"5763","Crowns and Pawns: Kingdom of Deceit","PPSA25784","PS4, PS5","Нет","699,00 TL","50%","349,50 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10012415","2025-02-27","Adventure","PEGI_12"
"7432","Hyper-5","PPSA08305","PS4, PS5","Нет","429,00 TL","65%","150,15 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005349","2023-04-11","Action","PEGI_12"
"3995","Adam Wolfe","PPSA19684","PS5","Нет","849,00 TL","20%","679,20 TL","2026-09-29","Adam Wolfe: 849,00 TL; Adam Wolfe: 849,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10009545","2024-04-09","Adventure","PEGI_16"
"3995","Adam Wolfe","PPSA19684","PS5","Нет","849,00 TL","20%","679,20 TL","2026-09-29","Adam Wolfe: 849,00 TL; Adam Wolfe: 849,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10009545","2024-04-09","Adventure","PEGI_16"
"3694","Stroke The Fish","PPSA10316","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Fish: 85,00 TL; Stroke The Fish: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006145","2022-11-06","Casual","PEGI_3"
"3694","Stroke The Fish","PPSA10316","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Fish: 85,00 TL; Stroke The Fish: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006145","2022-11-06","Casual","PEGI_3"
"7995","Lifeless Moon","PPSA21899","PS4, PS5","Нет","549,00 TL","50%","274,50 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10010085","2024-07-09","Action","PEGI_12"
"3674","Stroke The Beaver","PPSA12234","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Beaver: 85,00 TL; Stroke The Beaver: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006802","2023-04-30","Casual","PEGI_3"
"3674","Stroke The Beaver","PPSA12234","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Beaver: 85,00 TL; Stroke The Beaver: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006802","2023-04-30","Casual","PEGI_3"
"sale_1789623950759_602","Sundered","—","—","Нет","699,00 TL","85%","104,85 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"5674","Cooking Companions","PPSA27180","PS5","Нет","649,00 TL","40%","389,40 TL","2026-09-29","Cooking Companions: 649,00 TL; Cooking Companions: 649,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013262","2025-04-29","Adventure","PEGI_16"
"5674","Cooking Companions","PPSA27180","PS5","Нет","649,00 TL","40%","389,40 TL","2026-09-29","Cooking Companions: 649,00 TL; Cooking Companions: 649,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013262","2025-04-29","Adventure","PEGI_16"
"6859","Fuga: Melodies of Steel 3","PPSA25219","PS4, PS5","Нет","1.749,00 TL","40%","1.049,40 TL","2026-09-29","Standard Edition: 1.749,00 TL; Deluxe Edition: 2.579,00 TL; Ultimate Edition: 2.999,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012099","2025-05-29","Role Playing Games","PEGI_12"
"7508","INAYAH – Life After Gods","PPSA31250","PS5","Нет","774,00 TL","50%","387,00 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10015780","2025-08-18","Action","PEGI_16"
"3159","Gods Will Fall","CUSA19024","PS4","Нет","525,00 TL","85%","78,75 TL","2026-09-29","Standard Edition: 525,00 TL; Valiant Edition: 104,85 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10000242","2021-02-12","Action","PEGI_16"
"sale_1789623951715_608","System Critical 3","—","—","Нет","849,00 TL","15%","721,65 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"6411","Elevator Action -Returns- S-Tribute","CUSA30068","PS4","Нет","649,00 TL","50%","324,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003681","2022-11-30","Action","PEGI_12"
"6013","Dentist Bling","CUSA58765","PS4","Нет","215,00 TL","50%","107,50 TL","2026-09-29","Standard Edition: 215,00 TL; Dentist Bling & Dessert DIY: 343,00 TL; Complete Edition: 300,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018937","2026-05-07","Simulation","PEGI_3"
"7088","Grand Slam Tennis","CUSA34343","PS4","Нет","139,00 TL","30%","97,30 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005331","2022-06-23","Sport","PEGI_3"
"sale_1789623952502_612","Top Shot Pool","—","—","Нет","283,00 TL","30%","198,10 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623952841_613","STRIKERS 1945","—","—","Нет","387,00 TL","70%","116,10 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"3450","Stroke The Tortoise","PPSA10331","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Tortoise: 85,00 TL; Stroke The Tortoise: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006146","2022-11-09","Casual","PEGI_3"
"3450","Stroke The Tortoise","PPSA10331","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Tortoise: 85,00 TL; Stroke The Tortoise: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006146","2022-11-09","Casual","PEGI_3"
"3625","Stroke The Rabbit","CUSA36788","PS4","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Rabbit: 85,00 TL; Stroke The Rabbit: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006144","2022-10-04","Casual","PEGI_3"
"3625","Stroke The Rabbit","CUSA36788","PS4","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Rabbit: 85,00 TL; Stroke The Rabbit: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006144","2022-10-04","Casual","PEGI_3"
"sale_1789623953510_618","Neptunia Virtual Stars","—","—","Нет","1.749,00 TL","70%","524,70 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2440","Fishing Sim World: Pro Tour","CUSA12376","PS4","Нет","139,80 TL","80%","175,80 TL","2026-09-29","Fishing Sim World: Pro Tour + The Catch: Carp & Coarse: 299,80 TL; Fishing Sim World®: Pro Tour Collector's Edition: 1.949,00 TL; Fishing Sim World®: Pro Tour - Lough Kerr + Talon Fishery: 109,80 TL; Fishing Sim World: Pro Tour Deluxe Edition: 879,00 TL; Fishing Sim World: Pro Tour + Quad Lake Pass: 1.749,00 TL; Fishing Sim World: Pro Tour: 139,80 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/232285","2018-09-18","Simulation","PEGI_3"
"6830","Freedom Planet","CUSA08821","PS4","Нет","629,00 TL","50%","314,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/223023","2017-09-10","Action","PEGI_12"
"5011","Black Skylands","PPSA13858","PS4, PS5","Нет","699,00 TL","75%","174,75 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10007383","2023-08-14","Action","PEGI_16"
"2835","3 on 3 Soccer","PPSA31178","PS5","Нет","171,00 TL","30%","119,70 TL","2026-09-29","3 on 3 Soccer: 171,00 TL; 3 on 3 Soccer: 171,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10015738","2025-06-27","Sport","PEGI_3"
"2835","3 on 3 Soccer","PPSA31178","PS5","Нет","171,00 TL","30%","119,70 TL","2026-09-29","3 on 3 Soccer: 171,00 TL; 3 on 3 Soccer: 171,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10015738","2025-06-27","Sport","PEGI_3"
"3684","Stroke The Cow","PPSA11112","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Cow: 85,00 TL; Stroke The Cow: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006477","2023-01-06","Casual","PEGI_3"
